sample_id,catalog_content,image_link,price
220902,29845,50858,4.69
217341,69536,36491,3.48
231995,7290,59805,4.765000000000001
209405,73337,47732,18.49
273321,37329,27982,3.05
275175,44390,21034,126.51
271126,68584,50208,7.28
43178,73536,34737,4.39
292936,58354,9418,1.98
85873,50777,66573,19.885
232339,33888,22300,10.49
106136,53840,42731,22.49
182357,10185,48377,6.99
162735,57048,66632,14.29
42127,35654,35223,6.39
83553,38402,4413,6.0
212063,23199,29532,0.13
165817,55996,10354,70.7
158603,50883,45928,16.09
242644,46284,23465,5.695
248587,11924,47163,6.6899999999999995
200670,70675,54019,9.99
86684,43635,67435,3.34
119883,49618,67374,4.59
263853,39245,34676,3.04
59239,74797,70891,29.99
159874,2790,68269,32.92
273717,56797,19146,9.63
116484,25684,49924,11.82
10731,1039,16349,5.255
8868,45538,7313,10.99
73346,48787,28202,14.98
27924,29117,55066,1.84
254074,54112,17557,53.78
148046,12798,22716,9.97
40838,35741,49490,27.49
79939,73109,4254,2.89
135270,68514,3377,3.61
24385,61075,43595,8.705
233046,33466,10470,7.74
292020,72553,13442,9.3
152833,40132,71347,10.99
175697,59808,9061,17.84
58290,2942,50404,4.49
238530,7313,51997,22.78
276108,38761,64614,0.98
220665,65368,23526,14.99
289846,39764,31119,13.165
48730,35943,6698,44.49
32112,44861,6526,23.87
90131,50000,26199,17.93
247198,2735,13444,243.21
225540,8224,45043,14.99
155572,63834,30121,26.99
203495,26913,25285,50.58500000000001
105899,35855,68651,59.99
155397,74384,16318,22.145
24203,61497,14069,12.95
95782,17187,38863,18.79
267972,7661,22676,38.0
160735,45524,247,66.31
18538,73349,7872,21.09
216620,60274,36908,66.99
15275,70044,56801,20.95
182683,20630,62858,4.845000000000001
157679,15993,72092,122.46
41038,62987,29174,6.99
205822,21462,56948,6.29
7244,21445,53747,11.22
80948,9825,67608,2.5
169274,52333,66252,9.99
178952,52570,49945,13.49
234381,56238,57888,8.99
130898,17515,58103,53.99
94324,34921,54902,8.405000000000001
263470,42178,17576,3.99
258212,31156,2436,4.22
234571,1226,29573,5.46
42415,47245,7257,11.06
174388,10518,72032,20.49
139278,68092,16155,30.59
202999,7900,8823,29.99
234398,26165,28428,11.735
142708,9936,46549,46.89
53173,41020,47555,1.395
117645,28974,58564,25.99
142289,53243,48429,59.48
225814,15511,51434,9.97
246466,12618,55242,5.82
28140,17370,44854,3.69
293403,68598,10390,28.285
74110,34021,43908,6.79
68498,21035,37074,16.99
238778,1956,44019,30.59
122394,26382,21564,61.18
151089,10412,27020,7.404999999999999
257745,38810,17059,12.295
287204,40185,15402,100.165
51994,22244,45445,182.69
279117,7171,46170,5.29
37500,5425,5498,9.48
233732,60905,51442,29.42
102595,53056,42658,6.62
186107,49993,31497,21.95
101935,20486,43116,17.15
74551,938,19012,11.95
69558,52802,60099,26.98
147534,858,61623,5.35
265920,16962,18068,50.72
75282,22028,31972,20.3
11972,2273,22099,1.74
77169,74257,2785,6.665
65663,24999,45050,38.99
267714,1413,2515,23.99
59292,44642,15413,5.09
71492,62185,36972,25.4
45869,44422,20065,5.44
203855,38341,52305,2.5
183318,50330,56609,188.64
197353,39610,54590,15.29
273119,46428,34804,25.08
261901,51560,17212,4.48
140244,70398,62098,22.99
290823,19725,25476,3.26
111321,23533,40710,39.99
127181,27912,13049,5.74
31149,66068,69870,7.84
252096,3293,48960,42.98
82815,22483,64110,18.665
196161,57915,48111,45.29
283452,36178,69535,1.66
97434,40972,70906,7.49
277086,61676,21295,9.33
222176,26377,67088,4.98
144123,41558,51616,80.86
249122,17095,34216,25.95
154375,21283,35355,90.8
58648,60323,59134,30.0
171423,17983,68881,18.69
272514,42653,24559,9.49
243927,59418,42873,33.11
36040,67311,49386,73.98
128370,35494,18085,21.99
164765,7058,10814,8.09
232552,6219,52637,72.02
83195,25686,1850,8.225
184737,915,7086,16.0
230515,71479,67741,2.99
112031,42756,38081,24.99
67861,6293,25185,38.415000000000006
206305,9538,5200,59.44
34073,20780,16469,50.864999999999995
161116,12813,5626,73.6
173959,63908,58023,1.24
81209,17345,130,2.22
296047,2898,10841,6.74
186863,20921,51825,15.614999999999998
160941,43267,47541,21.22
279624,69246,47041,4.65
94490,9464,54113,59.2
114974,12909,45297,27.44
18381,31812,5127,1.44
117530,16093,51025,8.25
11027,58729,30993,1.99
241884,25784,65457,29.96
230736,41681,67120,2.39
174140,39474,1799,6.89
30451,68645,70083,3.58
257811,49660,52384,4.99
131939,55230,42879,18.99
138853,29692,10356,13.99
214237,37167,66280,3.73
162035,9708,45542,3.735
209848,60527,12605,18.99
150899,23763,46648,4.69
81960,21397,3425,5.865
112978,11865,49236,12.85
96703,31029,3150,3.99
293456,66083,21777,7.8
106264,15558,21176,55.489999999999995
205259,35338,47017,9.99
172966,4334,65940,1.79
125576,51387,12839,49.95
134355,14216,34974,7.89
220784,29486,16874,12.49
74139,58674,35568,7.57
120316,60412,29436,13.08
61809,9231,71746,27.5
42908,62517,53215,1.78
81160,53486,45313,3.14
84167,29495,31875,7.45
115165,7886,17449,29.24
96912,38371,4108,10.99
86008,9793,71869,4.99
203213,17568,43072,26.99
293990,52499,24076,47.66
291171,69115,60349,8.4
152631,43022,70566,6.4399999999999995
187293,39318,37439,6.93
195295,31965,52375,157.13
279882,33110,39148,27.735
126178,32734,7951,1.06
1617,64584,54980,46.89
249521,47325,46289,5.46
63398,62657,42771,12.64
25753,44562,41472,6.5
12067,7353,29294,69.99
279615,7781,13501,3.84
205275,29616,48660,22.99
126420,48175,54804,19.994999999999997
98248,11280,5968,16.08
16160,20517,24894,7.47
252304,51785,2885,42.88
228608,66483,52794,5.23
165406,5609,43660,1.995
112323,17132,17481,40.52
82311,41410,49927,10.34
5770,69370,63167,14.49
27078,13690,43575,3.79
221954,6505,424,19.41
60369,43731,29336,12.1
100527,38431,23058,26.88
289813,67918,20761,13.77
178726,51900,31378,8.48
43052,17177,25782,19.99
177400,41876,56166,30.99
5439,13104,54983,81.28
1309,1606,36409,17.794999999999998
84643,4606,10572,18.365
92818,12220,29816,5.29
277625,73794,64443,4.46
56593,39554,31341,40.42
88714,35131,38149,5.235
256398,3819,46592,35.445
208191,21790,67815,10.0
8306,31752,4196,37.99
159729,20349,54333,27.385
175110,28762,8343,1.98
33165,74261,45621,13.99
155988,62879,15317,9.03
77655,50208,17465,7.69
295318,4949,43601,20.42
92156,50003,3125,6.85
202893,47227,66462,13.94
18503,69333,2191,10.69
143710,21510,54508,59.48
217027,38747,13030,10.35
34412,32344,68237,1.79
239716,40257,20977,14.99
81505,17433,48231,2.59
98624,39523,58580,17.99
119423,70715,27318,24.8
166939,61745,33148,4.29
292558,28306,33917,178.58
259433,24887,58450,34.99
158035,53568,15882,19.61
16349,29308,54905,28.35
83728,39135,41912,14.95
243173,25350,60060,9.64
275852,42148,42181,4.99
137889,58523,482,11.98
144466,2966,66098,7.28
192221,35930,13249,10.435
129773,61842,55989,30.25
27012,72072,27424,5.49
130650,27050,24064,42.99
119988,13263,62984,5.29
100512,32774,16612,10.745
42136,70956,575,8.06
264600,15649,71855,15.32
36837,41370,18654,13.455
21974,44210,1931,15.39
33702,25064,46226,13.38
1656,26203,59105,59.2
195681,63403,60021,45.57
91240,12086,22264,12.19
238433,33824,24192,61.37
250362,43071,16876,14.95
164743,15493,8990,6.085
80164,10296,17550,19.99
220560,21127,64652,2.18
257151,74788,51985,8.99
201077,21159,38197,35.54
180289,63511,55495,6.78
200438,59514,17763,31.99
148652,15911,45365,30.83
29559,35652,68231,6.32
165125,9468,25275,6.6899999999999995
10254,73113,7883,1.95
68279,24873,51052,8.99
156680,9627,999,3.18
65730,779,35560,8.99
261102,59730,42815,8.95
232247,54646,59876,1.99
46953,72351,66804,5.51
46921,68594,37607,15.47
159730,59924,5102,8.39
255153,56737,35637,26.39
246735,20155,71366,10.925
247627,22196,49925,30.56
217155,49391,33117,50.81
31724,12129,25982,18.31
143785,65485,46228,57.7
92718,3341,65845,45.28
140212,11657,40334,25.98
54178,57542,27679,7.255
18818,27845,62569,54.27
217162,28660,5798,22.85
185112,73552,17028,36.58
254209,30626,21335,15.99
170263,41279,70934,7.95
55175,67678,57259,10.14
25771,18665,11446,5.34
74969,55271,17363,11.99
77738,23772,69242,4.48
192981,34928,60906,34.96
229868,40442,12565,4.99
33954,60230,48730,8.97
167945,39975,41241,5.39
221290,23716,6431,6.285
60077,40408,12233,5.39
144641,10252,50704,24.494999999999997
205182,73694,69952,9.86
179055,25049,50321,4.99
117986,59010,9707,3.99
198212,2995,26357,75.25
3066,51212,35602,13.505
56425,30731,22128,30.49
49929,54053,13889,6.99
34274,19386,15268,24.57
239068,29069,19638,34.99
208723,17571,46230,14.99
40445,56849,30214,7.79
96732,49133,71547,25.16
99867,20306,42911,37.99
220208,3669,9011,9.99
53732,10659,28253,26.88
187454,72815,49744,4.390000000000001
6266,44639,43330,22.99
149396,12361,58707,39.71
174339,67776,13130,7.98
200299,48000,5290,105.28
128622,18246,4992,100.69
243246,30852,37328,6.77
102824,4529,12244,1.36
281693,45252,38202,1.74
41847,41301,104,9.99
50754,27735,4821,11.34
51789,46650,63778,17.99
87403,15700,26355,3.5
74798,23176,55811,9.625
115897,59173,12451,3.7
280623,31349,20164,6.1850000000000005
156928,15782,44148,3.4400000000000004
100910,51707,60170,56.99
80690,71993,62164,4.0600000000000005
133031,32437,6156,20.88
7690,18602,42180,14.41
227577,14631,52720,26.6
79960,44052,22626,3.75
50148,68143,52099,8.95
209392,65450,41264,8.89
122872,42500,12100,6.984999999999999
4601,2187,62515,5.47
147264,69429,44711,30.98
292598,37547,67898,9.855
272735,53005,63376,24.72
78697,14857,66771,104.99
63350,62715,28770,12.365
144489,42003,30193,20.98
277680,64016,26925,36.885000000000005
272418,3687,22649,12.715
62069,9900,40918,12.99
61073,3064,59980,25.65
193090,64599,68052,21.0
136087,11889,71420,7.95
197567,19055,6280,17.53
4316,61118,7523,7.07
282590,29889,42143,4.025
46533,67242,7,4.71
260963,999,64429,2.3
48722,14700,21138,2.99
68793,39029,11478,5.04
602,63605,28125,14.61
104988,57506,69277,34.445
68802,3309,64653,58.89
91840,73907,28128,19.99
129337,13834,30952,99.97
228047,37265,5412,14.46
209632,32294,51447,66.24
25431,42242,18768,9.99
164571,31713,8945,4.505
76472,14861,15611,62.99
33936,58078,48140,26.315
258221,5909,65569,8.96
40638,249,42420,9.1
208687,14893,45929,10.235
211112,69805,26806,7.140000000000001
252431,36131,70368,1.0
213864,46703,55661,12.95
136903,33913,14180,16.99
150542,19205,15037,1.79
108851,42736,39284,16.8
170512,17636,4523,15.98
57424,12990,45476,7.93
128234,18623,53545,4.55
138541,43845,5725,23.82
50805,16520,40269,5.99
115618,5670,65896,8.99
244711,71466,41400,29.86
244772,24487,28161,38.254999999999995
66079,8689,47172,18.83
198064,51606,53012,5.09
133525,37311,44909,21.69
109536,27688,43527,32.75
79007,8611,22805,5.79
109716,68670,45846,23.425
272309,18413,46552,18.61
39021,19611,17338,17.345
122038,72916,65168,2.9
60445,56621,70571,16.95
226925,24351,63864,22.0
126969,45736,6530,94.91
99617,18564,7884,46.99
97523,32492,44899,20.805
243813,17089,13309,3.78
6882,55884,27870,9.79
296175,62240,19090,2.98
188553,42655,24661,5.79
202392,32820,32796,16.99
94332,43286,57922,2.49
50991,70072,36566,11.98
166610,21449,60430,10.0
284119,63318,10498,99.97
25660,71573,6604,4.890000000000001
206382,7609,66137,24.99
120096,66359,37533,12.48
101992,65303,56405,2.73
244656,47839,56399,44.31
212740,56053,39531,9.49
272639,6067,39931,13.45
210853,62127,28360,6.485
96652,43217,44965,2.69
212409,25389,8249,8.99
170826,6863,19063,37.99
193422,22258,63374,201.8
108937,32242,53897,44.15
194887,51610,66416,6.89
19428,52295,66455,37.63
295756,64036,31659,3.99
92680,15296,37595,16.495
168581,40427,21102,13.06
24020,26370,45995,112.08
144963,1942,45117,86.91
247869,52588,17058,10.99
220347,44307,20889,12.78
58170,46325,23307,3.68
288829,37808,9638,13.75
285185,12068,20678,8.175
166432,8471,20466,5.875
35818,45312,51831,4.390000000000001
28386,61714,40331,6.98
120039,24535,20675,13.94
194430,37310,26549,72.03
44791,12720,52803,3.98
147594,31646,68993,11.595
155876,60985,71391,8.585
44862,18980,35504,8.345
170094,57762,40882,6.125
195869,27809,52917,81.23
240195,220,23304,38.49
77324,18394,39995,3.99
56535,58763,65258,29.91
174025,39555,54653,40.89
36016,63166,3862,36.62
241410,30629,63273,11.96
138392,10352,59722,12.99
29397,36207,69441,2.145
247986,67294,35344,9.74
107135,2218,41895,2.49
200501,70303,22417,14.47
81669,10700,25981,18.86
182961,67903,69794,9.3
245182,29649,44354,19.99
121641,1162,55249,30.39
108918,30108,23392,11.505
4445,65590,17948,14.89
164521,65007,69940,12.96
282632,6121,69947,14.0
60979,21352,38713,3.69
184652,6139,13824,22.97
181835,43754,67456,13.95
142422,41372,61167,83.74
38673,2876,17743,51.49
194871,28288,614,7.29
117837,72603,10882,13.99
82207,19589,42929,7.28
192783,26816,40647,32.99
220506,56841,26867,34.684999999999995
358,30262,8994,5.8100000000000005
29043,71950,32336,4.0600000000000005
243841,304,24071,48.49
161274,59780,10537,134.06
246402,64181,11713,28.385
273678,69161,70391,5.32
275802,33010,32513,6.49
203652,74275,43505,94.98
57493,49062,21364,19.59
194995,69933,58885,23.64
84592,35758,9517,19.44
232288,6647,60016,11.19
235838,33667,22345,6.98
190233,39769,11496,13.37
219386,13232,26795,13.45
210361,32447,65501,6.34
141783,61234,26097,2.98
244057,11433,11546,49.33
165925,52166,14231,16.79
117745,23970,42307,5.46
68144,12267,11534,3.99
111808,70994,6012,30.89
267952,10178,32450,4.99
127937,26538,40264,55.739999999999995
209075,21515,66120,13.74
212300,53844,72190,21.24
87748,11081,46767,2.33
200418,63588,6934,3.185
119792,49463,59739,5.085000000000001
268646,3815,69457,2.18
296456,30818,63039,5.99
215666,32261,66691,20.99
228873,2672,19794,22.62
88311,54811,68990,3.145
234732,48293,60506,19.07
170448,30324,42241,13.19
206317,25511,30433,24.99
62552,56635,37924,44.6
233587,560,7234,76.99
30121,52341,57573,3.94
38112,69936,8899,9.45
124569,65956,46859,15.99
26416,9230,11805,8.99
224954,11466,25710,12.96
168123,68569,70145,9.99
229184,20213,39631,30.28
240042,25214,17587,14.98
134216,5,57847,12.9
154951,69186,63499,6.49
157435,59919,721,134.66
191011,62664,26776,7.435
260893,994,25883,44.19
263234,6328,13751,8.97
21017,64576,57533,50.19
224611,59297,23374,34.99
123987,42465,29066,32.9
3983,40877,71401,85.0
36674,67901,17296,7.73
233337,34232,29772,4.49
285399,57101,15827,10.25
262285,51495,61410,4.61
156787,23,39468,113.31
199717,16376,44401,5.97
185150,10755,51309,4.69
280807,40791,70273,10.12
116618,22938,56411,31.65
231531,23805,17021,69.355
119956,71194,39461,26.99
129232,57466,68189,44.99
54186,19043,1888,60.25
225611,49349,60098,40.58
48898,5752,2071,17.99
189106,21441,68150,10.99
156711,27269,52267,3.53
60998,55845,51940,6.985
118898,71850,33751,8.45
297357,11519,64299,4.945
133201,68112,43319,21.96
197336,46785,46273,11.99
11650,46306,1722,32.52
165348,73840,1198,7.725
49762,59083,38793,9.89
130262,24509,40267,3.87
61797,5392,29643,7.98
77596,15735,71606,45.975
285670,12249,61582,3.795
94226,7019,3115,29.27
107628,7014,24263,29.27
269358,15359,11521,2.4850000000000003
129596,55133,28474,21.64
175381,52713,4102,7.1899999999999995
267434,5100,11523,31.1
217987,5971,39427,14.99
179955,48971,20558,15.99
32578,30776,23171,9.0
217455,24913,46645,10.09
285276,59773,39152,2.41
143571,52367,45751,59.2
56186,11834,68525,33.65
97352,11231,49452,5.165
55081,74882,47933,61.19
201916,41148,53676,11.225
168353,69384,24914,7.56
228808,2691,5055,15.87
23479,63846,1388,389.46
205402,2600,8736,83.19
273742,41590,2607,26.71
112901,68695,40405,55.98
18530,55953,8832,26.54
41065,40892,14173,19.565
254298,73672,49180,8.915
241123,55445,29908,3.49
44636,48611,34236,24.79
281170,44260,49334,10.7
220330,25172,31578,11.98
229568,25277,51988,10.99
75621,30811,45446,5.79
140659,71661,15057,11.11
107655,10852,64626,41.99
247085,32460,55732,48.94
219185,7615,44175,5.74
18291,56013,16445,42.14
201037,34141,24447,7.24
137971,51727,22543,14.95
210041,34576,58933,16.99
170043,34729,51611,10.99
48044,20023,56330,28.49
198529,8667,34193,17.99
142919,11565,52874,46.64
235788,32496,71013,4.73
74684,34086,41214,6.49
268242,56401,71804,40.99
32761,43417,8746,2.955
11783,54326,5715,12.88
129209,51617,35497,4.29
148189,53509,53631,6.97
147947,6201,59546,46.04
89619,25089,23810,7.98
151537,62300,7011,56.95
161968,10082,1053,3.87
284142,42898,50401,6.99
231689,36269,69705,14.975
41268,104,13026,15.28
24383,60928,15801,55.695
275785,10698,33001,3.48
39111,66703,7288,14.545
233173,60685,20837,9.885
187830,14282,65665,5.385
84089,22265,49466,19.62
29599,57062,9315,42.09
166382,55932,238,2.39
206333,60548,44014,19.99
285637,14349,55205,2.08
155460,12390,46702,18.54
142838,70755,52446,56.01
97088,29879,23019,138.485
289876,32575,22197,18.81
230570,74313,28723,4.49
39935,30424,12236,29.75
148968,32620,23658,31.99
76634,69387,49528,30.21
298882,58449,45222,58.27
154606,50736,61376,22.0
172470,31635,47924,1.98
60673,22892,53049,175.44
52706,53769,54255,45.99
71770,54129,35542,55.08
297769,14784,2155,6.29
206094,2185,18765,8.99
220475,5672,51160,17.49
42450,21839,17839,9.985
127021,46526,58703,14.97
163684,43564,72104,33.88
283292,8634,57173,10.685
213081,61784,64059,5.835
156162,11180,45631,1.79
291416,66353,67494,6.84
31180,16124,47263,6.24
126673,1064,71749,39.43
69789,22947,53015,56.11
196356,72419,59082,33.46
232175,21620,51558,9.51
271375,47428,17843,14.99
227526,34318,35117,11.41
79713,13357,11901,3.69
278972,2937,24354,4.035
79757,39742,14608,7.58
37959,19523,565,16.119999999999997
233038,47572,67314,46.68
1480,69509,30373,10.87
24966,12747,68723,27.99
154045,42935,71673,5.035
110616,47066,2808,89.99
120100,21280,3901,26.99
185022,36992,19036,8.635
212397,72262,55731,5.42
117103,46132,743,84.99
21662,13642,6832,18.99
152100,9729,26570,21.81
197790,67206,6099,75.26
12960,18752,12601,59.99
37457,19852,63859,2.94
22630,5952,62850,86.625
258581,29953,46361,25.99
96082,8206,65037,3.435
93489,59268,47059,3.39
121643,21310,13431,9.99
17683,6037,48102,44.95
158550,59801,39409,3.25
235100,2673,8198,40.85
165394,68134,59397,17.7
27343,45267,21258,2.56
70238,60092,29195,16.98
193542,21189,35391,24.99
142131,50035,63268,128.44
76435,71940,47179,21.99
175606,1020,3057,2.89
90983,11674,52522,9.19
215060,36797,33578,28.24
153747,18950,63413,9.44
49133,69983,49397,4.79
163928,71334,66929,4.02
245091,73145,6488,38.935
220358,71100,40410,133.5
267486,65045,24674,19.99
305,23739,54098,9.2
283082,16771,30229,27.56
255820,7043,33282,64.24
296804,32586,16835,34.99
73177,24436,65364,14.99
251191,17726,5911,4.3
18437,31810,10060,10.0
197607,73739,14787,19.99
59245,18388,17289,14.09
24187,35719,64484,4.99
62007,31889,38798,6.53
22046,35199,18112,30.99
283649,27306,72212,6.76
44095,63993,58305,15.78
149189,56531,49270,46.04
275030,50289,20643,36.49
170890,10216,5781,15.85
45977,16010,9571,25.14
233861,66088,56047,7.66
60065,40405,21914,5.390000000000001
139231,59650,20722,11.99
297662,72616,49152,2.34
219147,39239,50992,17.26
146629,12881,57438,83.74
154155,16521,740,69.115
214311,10751,27341,5.49
280834,12831,34034,12.89
255926,23790,10173,59.98
89333,11110,52888,6.665
245312,16491,30733,19.69
117496,6381,53075,25.91
177224,57246,41044,12.075
298489,54951,14624,28.99
122867,70461,54560,29.95
256198,36541,32488,4.0600000000000005
63368,32592,36968,67.31
90891,61249,36471,59.77
5758,44047,19483,3.29
292043,61463,7508,8.16
104341,27163,2839,27.95
267121,26290,29281,37.32
81538,48446,25161,1.99
38958,24097,35607,14.955
85565,51820,3817,3.46
219270,5969,30902,29.99
88980,9240,55889,10.0
286232,4126,64171,89.87
214848,23464,38525,18.3
88693,72715,12268,4.09
37955,19534,26124,8.145
60647,28130,63681,24.99
13633,36883,36302,90.98
263810,46145,36886,9.19
15547,73802,62130,4.59
27165,49440,51293,4.49
78425,13949,16250,47.49
263939,63818,52121,11.19
63085,62667,36156,6.69
64886,58286,43696,9.99
84965,53628,361,4.38
66528,61961,33813,23.24
235107,2603,5367,135.61
146882,63004,46332,30.83
147666,66442,60917,97.46
127713,56126,51748,14.99
121381,45329,56367,7.99
97870,65597,45977,16.19
118211,44142,46012,7.14
145691,12860,50835,76.44
191519,26688,47777,7.87
206920,7912,24342,29.99
35488,16840,8114,45.989999999999995
78058,438,25703,9.94
206501,51038,38217,66.98
238495,4677,16880,7.76
204181,69512,30324,26.99
210066,72903,39030,16.98
252847,73639,40981,39.19
161371,44731,7009,142.85
209150,62274,50341,4.395
105392,66397,4435,12.98
89589,41753,15848,103.98
36728,30348,34795,31.49
220145,61282,58715,4.49
149599,5351,51032,50.58
257914,53798,30670,8.99
29167,19621,23926,16.48
142946,11582,64893,45.27
30459,44875,39975,16.79
118797,8101,50243,24.95
18055,2036,62045,26.14
288972,4745,12798,11.98
115805,50608,15223,19.99
38122,61048,29282,7.55
227647,62445,39356,13.99
75061,61735,2511,3.77
265862,17626,47657,16.47
230427,21759,59186,6.99
177747,45861,19870,29.37
151324,42987,35916,25.98
121861,38698,23194,21.985
284754,51807,52762,19.99
16302,68784,7059,14.7
290759,3243,20240,6.365
208394,49739,31554,29.99
149668,53641,40845,23.99
79323,26748,44297,7.0
81657,14931,40542,8.940000000000001
166243,15136,383,212.15
274392,26985,54881,41.99
71202,30254,20509,78.99
89601,17913,33140,7.98
234662,59534,29902,41.0
71804,2568,8524,26.99
66427,74692,23663,39.99
200450,63714,27536,61.91
159669,68668,24203,10.0
75814,4020,51883,5.19
259191,30753,68649,24.99
253367,28151,59945,29.01
278460,66788,29049,7.99
194584,48596,70889,4.99
138585,4939,46382,13.96
10227,65959,16048,15.99
58044,22818,66860,31.17
200004,70503,65530,8.15
7816,16069,43744,19.95
275060,20163,37246,39.135
133199,27706,23462,15.94
104375,68955,51822,25.5
282409,51589,39472,3.89
48914,42344,29832,4.390000000000001
89214,69694,14375,8.56
287451,49480,41698,4.79
135532,65947,22038,21.99
160570,16057,52255,4.890000000000001
148319,15211,60338,35.47
134998,27198,63920,26.99
76953,51397,49093,6.385
42366,44268,69714,2.99
70171,21842,24364,23.195
67280,53326,63440,28.99
163404,53225,2003,2.08
287185,32516,24142,27.0
206771,4317,65174,7.8
151200,48712,36285,10.995
47453,54879,11252,1.79
266253,55428,5580,4.39
266450,20627,52400,5.49
131372,37275,56332,44.7
200545,25508,2030,65.68
87536,21726,8620,15.735
259307,59084,7636,9.99
163261,18480,23858,8.45
137483,62055,49267,4.79
94665,64132,14674,36.175
135261,53637,42943,10.955
54761,20566,44736,19.99
82313,46807,54929,3.03
60894,58811,41827,10.0
60603,30582,13548,21.99
202357,934,35125,19.95
130977,13681,12762,1.19
118232,9225,53526,2.4
91570,16494,70981,7.99
27539,42332,32569,37.99
196804,69778,28305,13.79
107364,67159,26472,13.99
21598,54342,8893,11.99
249960,7934,68080,16.71
285298,2905,45801,3.995
48752,53055,3160,6.49
200859,74636,15543,11.96
249094,11784,45461,8.77
206147,53944,48887,1.45
11863,39125,52580,5.99
27170,31273,193,1.34
110308,53172,39716,3.89
233316,73547,8496,3.83
10021,43942,6321,9.49
16576,62995,34907,17.12
184563,37000,29164,8.74
171409,32281,69148,27.99
51688,949,53072,2.69
201298,65306,56473,2.88
259273,24697,9345,39.81
20514,50766,44705,79.95
101995,49651,56258,6.12
127559,10967,10964,3.09
99320,7433,4190,169.99
116117,26905,17169,16.14
112449,50509,49726,26.24
110092,53120,51099,5.365
268307,71611,25554,31.14
293750,24016,65070,16.61
64679,5488,45642,16.39
141176,18469,26720,6.81
2735,69792,50436,30.01
298047,60204,58682,1.99
106798,51592,50097,3.99
214701,6317,25604,5.59
43548,67789,32797,15.785
208017,9650,65958,2.94
151302,42961,29989,23.03
59469,10262,57658,18.985
224178,9207,59398,12.94
189367,37314,40458,5.48
56412,74658,43693,8.99
129784,62064,59038,21.13
152855,49847,8665,13.875
25719,5737,40228,4.595
206833,16163,41642,23.99
192648,40347,1720,12.97
175988,51165,8319,16.99
61230,44055,9516,24.23
2032,64547,54146,27.61
157923,18717,64223,10.0
32319,27552,70594,10.99
264850,47824,65508,19.99
25216,34901,1042,76.64
42494,1266,66206,2.99
58412,70455,69698,9.3
205865,29419,58213,5.59
243102,66004,43639,27.24
270282,48228,39849,60.49
283931,23916,7153,40.32
94169,15672,67117,6.47
189266,27554,1438,0.68
261516,59017,43592,137.695
115927,44900,14237,12.185
59205,61035,63484,11.845
246369,60245,65833,2.99
160598,68119,16780,9.345
188546,46111,13088,8.275
19802,52248,51155,50.19
46205,34723,2891,37.21
159654,9775,65224,8.975000000000001
204189,68404,15929,19.99
233501,47523,29781,14.99
274379,68160,57103,35.0
120335,35899,55159,32.99
257411,7253,7110,25.99
173503,57423,32334,3.38
272832,44833,56953,10.0
97097,21870,44754,48.97
177429,61243,63509,6.18
132812,21729,51844,7.96
90434,28868,18554,3.94
287110,24745,30581,25.79
19202,41309,44850,19.6
119605,43586,31274,54.28
116268,67001,12698,12.95
155751,17025,15151,6.275
210250,523,55881,59.99
64952,24257,69789,28.99
41420,20366,46456,1.69
99561,70879,70770,26.99
88432,68428,7556,71.43
67110,23054,61826,8.99
197078,3538,23250,7.29
213061,62134,50415,18.99
256748,24052,26874,31.5
14484,8230,66930,24.93
87845,2862,69084,4.69
6918,63496,45986,11.99
289681,24884,42532,17.94
142655,70786,54701,76.44
89719,58320,35897,1.35
199096,40407,29057,10.99
239230,8246,65390,10.704999999999998
6347,65559,20275,13.49
58934,39111,12924,21.59
220383,40922,63933,5.56
63558,44224,57327,26.99
130583,44579,17304,13.5
263490,50931,5249,23.99
18391,53431,18418,42.7
35861,17418,8382,1.735
60497,48767,1081,32.99
266196,30482,59686,19.51
71794,2774,6009,29.44
197508,49600,15538,3.4
133590,72892,67067,3.88
241949,67342,24525,81.18
240967,429,6125,13.99
57976,67571,38397,19.98
195512,35269,63485,86.47
208364,50133,68050,19.99
218402,54452,6761,39.99
110642,58173,40797,3.99
163483,47930,37324,6.34
69081,48545,24896,78.59
160089,24022,7359,39.14
204865,54283,37583,11.95
193913,62286,21584,30.84
67428,34724,70457,4.18
144453,71321,70792,3.83
276769,4355,22235,6.1
208992,62892,18484,28.475
264137,43126,51816,6.29
296840,64243,15643,11.0
169213,43292,60729,0.99
140065,9199,50901,41.99
263911,38908,25294,8.805
237348,19422,71001,24.99
62547,50992,56620,14.99
18106,6203,65220,72.93
210935,62414,57158,7.77
200922,65454,14800,9.525
224777,56311,71889,89.99
182660,44688,28467,39.88
58514,11763,60326,3.24
132162,48507,69577,4.69
160272,54665,12140,2.29
93187,49849,9482,3.44
9043,2270,42934,1.99
209481,542,19519,30.0
40796,38794,18946,4.91
284495,42937,48835,2.86
82782,69055,37136,24.95
271701,25028,14561,22.99
5659,13741,46735,15.32
13748,2236,40378,2.59
121864,38701,37742,25.345
268755,53566,39191,10.99
199220,13019,48889,19.9
7763,10558,12416,7.65
271696,53682,71231,14.83
90499,27986,59149,21.47
127285,16987,35221,3.49
185144,16395,25179,14.0
246454,67397,38432,13.79
194617,32001,22355,38.185
109292,70384,38930,15.99
190207,15317,66531,7.94
59516,47689,37597,49.95
215199,9953,799,12.98
51795,1567,23514,13.99
146786,9372,60156,59.48
160364,20105,24992,14.19
108868,40579,47048,6.04
